店名,カテゴリー,地域,住所,電話,ホームページ,テイクアウト,デリバリー,備考
ゴールドブッチャー,焼肉・ホルモン,中央,〒320-0026 宇都宮市馬場通り3-1-15,028-666-4298,https://www.instagram.com/gold_butcher,なし,なし,
BAR YAMANOI,ダイニングバー・バル,中央,〒320-0802 宇都宮市江野町2-6高橋ビル2階,028-637-8011,なし,なし,なし,
菜々家　鶴田店,和食,西部,〒320-0851 宇都宮市鶴田町字東原720-1,028-678-5606,http://www.na-na-ya.jp/,あり,なし,
HARU パイプのけむり,ダイニングバー・バル,中央,〒320-0033 宇都宮市本町7-7ベルグランデ1-B,028-627-5411,なし,なし,なし,
菜々家　御幸町店,和食,北部,〒321-0984 宇都宮市御幸町186-1,028-612-4990,http://www.na-na-ya.jp/,あり,なし,
日光里,イタリアン・フレンチ,中央,〒320-0861 宇都宮市西2-6-4もみじ通りハイツ1階,028-639-3131,なし,あり,なし,
中華料理　竜園,中華,西部,〒320-0851 宇都宮市鶴田町507-11,028-636-5432,なし,なし,なし,
器カフェアンモナイト,カフェ・スイーツ,南部,〒321-0131 宇都宮市宮の内1-28-1,028-653-4200,なし,あり,なし,
はなまるうどん宇都宮大曽店,うどん・そば,中央,〒320-0013 宇都宮市上大曽町371-1,028-600-4020,https://www.hanamaruudon.com/,あり,あり,
はなまるうどん宇都宮西原店,うどん・そば,中央,〒320-0862 宇都宮市西原3-3-17,028-614-2870,https://www.hanamaruudon.com/,あり,あり,
はなまるうどん宇大前店,うどん・そば,東部,〒321-0942 宇都宮市峰4-23-14,028-683-5560,https://www.hanamaruudon.com/,あり,あり,
アロマデルソーレ,イタリアン・フレンチ,南部,〒321-0923 宇都宮市下栗町2937-5,028-651-3066,https://www.aroma-delsole.com/,あり,なし,
みやこ食堂,和食,南部,〒321-0101 宇都宮市江曽島本町23-1,028-658-3073,なし,あり,あり,
焼肉スンチャン　駅東店,焼肉・ホルモン,東部,〒321-0953 宇都宮市東宿郷1-7-2アジマコーポ1階,028-611-3140,http://www.hareruya-foods.com/,あり,なし,
いさみや,餃子,北部,〒329-1105 宇都宮市中岡本町2583-12,028-671-1228,なし,あり,なし,
大志軒インターパーク店,ラーメン,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ4-1-2,028-666-7675,http://taishiken.jp/,あり,なし,
コーヒーラウンジマーブル（ホテルニューイタヤ内）,カフェ・スイーツ,中央,〒320-0811 宇都宮市大通り2-4-6,028-635-5515,https://newitaya.com/,あり,なし,
ビュッフェレストランジャンバレー（ホテルニューイタヤ内）,その他,中央,〒320-0811 宇都宮市大通り2-4-6,028-635-5515,https://newitaya.com/,なし,なし,
ホテルニューイタヤ宴会場兼バンケット,その他,中央,〒320-0811 宇都宮市大通り2-4-6,028-635-5515,https://newitaya.com/,なし,なし,
中国料理板屋飯店（ホテルニューイタヤ内）,中華,中央,〒320-0811 宇都宮市大通り2-4-6,028-635-5515,https://newitaya.com/,あり,なし,
日本料理但馬（ホテルニューイタヤ内）,和食,中央,〒320-0811 宇都宮市大通り2-4-6,028-635-5515,https://newitaya.com/,あり,なし,
フランス料理オーロラ（ホテルニューイタヤ内）,洋食,中央,〒320-0811 宇都宮市大通り2-4-6,028-635-5515,https://newitaya.com/,あり,なし,
割烹家　月のうさぎ,和食,中央,〒320-0811 宇都宮市大通り4-3-14杵渕ビル1F,028-622-2337,https://instagram.com/kappo_tsukiusa,あり,なし,"［夜の営業］月〜木／要ご予約・コース料理￥4,400〜　金・土／通常営業となっております。"
岩清水　関所庵,うどん・そば,西部,〒320-0072 宇都宮市若草2-3-41,028-612-8422,なし,なし,なし,
肉汁餃子のダンダダン　宇都宮西口店,餃子,中央,〒320-0811 宇都宮市大通り3-1-2,028-680-7447,なし,あり,あり,
入母家,居酒屋,中央,〒320-0033 宇都宮市本町8-13,028-643-9339,なし,なし,なし,
焼肉　とくじゅ苑,焼肉・ホルモン,東部,〒321-0953 宇都宮市東宿郷2-9-2,028-633-9187,なし,あり,なし,
ジンギスマンセンター,居酒屋,中央,〒320-0811 宇都宮市大通り3-2-2,028-678-4003,なし,なし,あり,
Big居酒屋　グルメの館,居酒屋,南部,〒321-0139 宇都宮市若松原1-5-39,050-5485-7663,https://gurumenoyakata.gorp.jp/,あり,なし,
ディプント宇都宮駅前店,ダイニングバー・バル,中央,〒321-0964 宇都宮市駅前通り1-4-6宇都宮西口ビル１階,028-600-3888,https://www.dipunto.wine/shop/utsunomiya-ekimae/,あり,なし,
赤煉瓦,洋食,北部,〒321-0982 宇都宮市御幸ｹ原町88-4,028-662-0860,http://www.uic-group.jp/akarenga/,あり,なし,
丼丸陽東店,和食,東部,〒321-0904 宇都宮市陽東7-9-24,028-615-7757,なし,あり,なし,
いりもや　宇都宮屋台横丁店,居酒屋,中央,〒320-0804 宇都宮市二荒町1-6宇都宮屋台横丁内,070-3987-8750,https://入母家.com/,なし,なし,
鵜の木,ラーメン,西部,〒320-0072 宇都宮市若草4-14-9,028-623-7170,なし,あり,なし,
焼肉飯店　モランボン,焼肉・ホルモン,東部,〒321-0912 宇都宮市石井町3292-12,028-656-4291,なし,あり,なし,
みやまる金井台店,その他,北部,〒329-1104 宇都宮市下岡本町4558-1,028-611-1277,http://miya-maru.com/,あり,なし,
飲み食い処ほうらん,居酒屋,北部,〒321-0973 宇都宮市岩曽町1377-87,028-341-5447,なし,なし,なし,
チャイナキッチン胡宮,中華,東部,〒321-0954 宇都宮市元今泉2-27-5,028-639-1680,なし,あり,なし,
悠日カフェ,カフェ・スイーツ,南部,〒320-0838 宇都宮市吉野1-7-10,028-633-6285,http://www.tochigi.net/,なし,なし,
焼肉　玄遊亭,焼肉・ホルモン,中央,〒320-0033 宇都宮市本町1-4いろはビル1階,028-689-9915,なし,なし,なし,
ジパング軒駒生店,ラーメン,西部,〒320-0065 宇都宮市駒生町834,028-680-7317,なし,あり,なし,"ガッツリ系ラーメン！
家族でお腹いっぱい！"
いろは商店下平出店,ラーメン,東部,〒321-0903 宇都宮市下平出町上河原1439-2,028-612-4453,なし,あり,なし,女性も食べやすく誰もが親しみやすい優しい味わいが特徴！
博多雷龍東武駅前店,ラーメン,中央,〒320-0802 宇都宮市江野町6-8,028-666-0178,なし,なし,なし,コクがあり、美味い豚骨スープに細麺の本場の味を届けたい！
元祖からあげ本舗まるたまインターパーク店,その他,南部,〒321-0116 宇都宮市東横田町55-7,028-612-6398,なし,あり,なし,達磨醤油を使用した、こだわりの唐揚げ専門店！
串天ぷら居酒屋ゆるり,居酒屋,中央,〒320-0026 宇都宮市馬場通り3-3-6,028-632-3099,なし,あり,なし,
かりん亭,うどん・そば,南部,〒321-0102 宇都宮市江曽島町1425-5,080-5185-7356,なし,なし,なし,
Beer Kitchen Punji,ダイニングバー・バル,中央,〒320-0806 宇都宮市中央2-2-6,028-678-6332,なし,なし,なし,
あさひや食堂,ラーメン,中央,〒321-0934 宇都宮市簗瀬3-20-24,028-636-1404,なし,なし,なし,
PIYO PIZZA,イタリアン・フレンチ,中央,〒320-0026 宇都宮市馬場通り4-2-13,090-7224-7014,https://m.facebook.com/piyopizza,あり,なし,
鉄板焼き　BAKAVEL,ステーキ,中央,〒320-0803 宇都宮市曲師町5-5,028-601-8829,https://teppanyakibakavel.owst.jp/,なし,なし,
タージマハル,各国料理（韓国料理・カレー等）,東部,〒321-0953 宇都宮市東宿郷6-1-21,028-638-2411,https://www.tajmahalkmari.com/,あり,あり,
寧々家　西川田店,居酒屋,南部,〒321-0158 宇都宮市西川田本町3-25-31,028-659-5371,なし,あり,なし,
農家キッチン心菜,居酒屋,南部,〒321-0932 宇都宮市平松本町1218-10,028-638-9071,なし,なし,なし,
居酒屋　サムライ,居酒屋,中央,〒320-0026 宇都宮市馬場通り3-1-12,028-634-0865,なし,あり,なし,
びっくりドンキー宇都宮東店,洋食,東部,〒321-0954 宇都宮市元今泉7-5-13,028-683-3388,なし,あり,なし,
らーめん・定食　かのか,中華,中央,〒320-0821 宇都宮市一条1-6-5,028-634-6348,なし,あり,あり,
ロイヤルインドレストラン,各国料理（韓国料理・カレー等）,北部,〒321-0982 宇都宮市御幸ｹ原町89-6,028-688-8693,なし,あり,なし,
ビッグベン（ホテル東日本宇都宮内）,ダイニングバー・バル,中央,〒320-0013 宇都宮市上大曽町492-1,028-643-5380,https://www.hotelhigashinihon.com,なし,なし,
香味亭（ホテル東日本宇都宮内）,ステーキ,中央,〒320-0013 宇都宮市上大曽町492-1,028-643-5580,https://www.hotelhigashinihon.com,あり,あり,
パルテール（ホテル東日本宇都宮内）,イタリアン・フレンチ,中央,〒320-0013 宇都宮市上大曽町492-1,028-643-5580,https://www.hotelhigashinihon.com,あり,あり,
万葉亭（ホテル東日本宇都宮内）,和食,中央,〒320-0013 宇都宮市上大曽町492-1,028-643-5530,https://www.hotelhigashinihon.com,なし,なし,
漁火（ホテル東日本宇都宮内）,和食,中央,〒320-0013 宇都宮市上大曽町492-1,028-643-5530,https://www.hotelhigashinihon.com,あり,あり,
黄河（ホテル東日本宇都宮内）,中華,中央,〒320-0013 宇都宮市上大曽町492-1,028-643-5520,https://www.hotelhigashinihon.com,あり,あり,
フォンターナ（ホテル東日本宇都宮内）,イタリアン・フレンチ,中央,〒320-0013 宇都宮市上大曽町492-1,028-643-5576,https://www.hotelhigashinihon.com,あり,あり,
ハイドパーク（ホテル東日本宇都宮内）,その他,中央,〒320-0013 宇都宮市上大曽町492-1,028-643-5576,https://www.hotelhigashinihon.com,あり,なし,
みなもと,居酒屋,東部,〒321-0953 宇都宮市東宿郷3-13-13,028-612-4759,なし,あり,なし,"火曜日営業時間18：00～23：00
日曜日営業時間12：00～20：00"
MINAMOTO,その他,東部,〒321-0953 宇都宮市東宿郷3-13-132F,028-612-4759,なし,なし,なし,"金・土曜日営業時間20：00～5：00
祝日前営業日　営業時間20：00～5：00"
海蔵JR駅東口店,居酒屋,東部,〒321-0953 宇都宮市東宿郷2-6-32F,028-610-1213,https://www.umizou.jp,あり,なし,
海蔵JR駅西口店,居酒屋,中央,〒320-0811 宇都宮市大通り4-1-12,028-627-0141,https://www.umizou.jp,なし,なし,
イベント&TCGカフェTINY FRONTIER,その他,北部,〒329-1104 宇都宮市下岡本町4033,028-305-1440,https://tinyfrontier.jp/,なし,なし,
MOON DOGG espresso roasters 中戸祭店,カフェ・スイーツ,西部,〒320-0057 宇都宮市中戸祭1-6-7,028-348-0918,https://moondogg.site/,あり,なし,
BAR 裕 -you-,ダイニングバー・バル,中央,〒320-0034 宇都宮市泉町2-20ROYビル１階,028-666-6004,なし,あり,なし,
FANTASY-IC SPACE 44 -forty four-,ダイニングバー・バル,中央,〒320-0034 宇都宮市泉町2-20ROYビル２階,028-612-4944,なし,なし,なし,
ミュンヘン,洋食,中央,〒320-0811 宇都宮市大通り2-1-4,028-680-6227,なし,あり,あり,
パン＆菓子工房　くれよん,カフェ・スイーツ,東部,〒321-3232 宇都宮市氷室町1644-17,090-8592-1258,https://www.facebook.com/kureyon2018/,あり,あり,
めんめん本店,餃子,中央,〒320-0804 宇都宮市二荒町5-11,028-638-5298,http://utsunomiya-menmen.com/,なし,なし,
お好み焼きの店　うどんや,お好み焼き・もんじゃ焼き・焼きそば,南部,〒321-0112 宇都宮市屋板町685,028-656-2420,なし,あり,なし,
大地のぶた　宇都宮店,和食,北部,〒320-0004 宇都宮市長岡町94-1,028-680-6129,なし,なし,なし,
肉匠坂井　宇都宮店,焼肉・ホルモン,中央,〒321-0933 宇都宮市簗瀬町1950-1,028-678-6029,なし,なし,なし,
しゃぶしゃぶ温野菜　宇都宮泉が丘店,和食,東部,〒321-0952 宇都宮市泉が丘5-8-7,028-680-5629,なし,あり,なし,
神戸クック・ワールドビュッフェ　カルマーレ宇都宮店,イタリアン・フレンチ,中央,〒321-0933 宇都宮市簗瀬町1865-1カルマーレ１階,028-678-5566,なし,あり,なし,
ヴォーノ・イタリア　宇都宮インターパーク店,イタリアン・フレンチ,南部,〒321-0118 宇都宮市インターパーク5-2-3,028-612-2729,なし,あり,なし,
高級食パン専門店　相合傘とイチゴちゃん,カフェ・スイーツ,南部,〒321-0116 宇都宮市東横田町64-2,028-678-5883,なし,あり,なし,
BLEU　SAISONS,イタリアン・フレンチ,南部,〒321-0102 宇都宮市江曽島町1412-5ユナイテッドガーデン,028-666-5139,https://bleusaisons.com/,あり,なし,
Seafood Kitchen Fish Man,居酒屋,中央,〒320-0026 宇都宮市馬場通り3-1-17STM2ビル3F,028-307-8695,なし,なし,なし,
割烹　けんず,和食,東部,〒321-0953 宇都宮市東宿郷2-3-8キャリオンビル７階,028-666-7299,なし,あり,なし,
美食のWONDER LAND 一鮮,和食,中央,〒320-0802 宇都宮市江野町3-5,028-612-7766,なし,なし,なし,
ハンバーグの台所　はっぴい３,洋食,南部,〒321-0106 宇都宮市上横田町1329-5,028-659-2606,なし,あり,なし,
うな常,和食,東部,〒321-0942 宇都宮市峰2-5-11,028-639-6540,なし,あり,なし,
からあげ　しん家,居酒屋,北部,〒321-0981 宇都宮市上野町3251-4,028-663-2911,なし,あり,なし,
MOON DOGG espresso roasters ユニオン店,カフェ・スイーツ,中央,〒320-0035 宇都宮市伝馬町2-19,028-634-8160,https://moondogg.site/,あり,なし,
天毬,和食,西部,〒320-0049 宇都宮市一ノ沢町276－8,028-622-1085,なし,あり,なし,
大王飯店,中華,西部,〒321-0346 宇都宮市下荒針町3589-25,028-648-9735,なし,あり,なし,
旬菜味噌処　囲,居酒屋,中央,〒320-0802 宇都宮市江野町11-17,028-688-8644,なし,なし,なし,
おでん・串揚　Omaki,居酒屋,中央,〒320-0812 宇都宮市一番町3-5,028-634-2464,なし,あり,なし,
居酒屋ふくわうち,居酒屋,東部,〒321-0945 宇都宮市宿郷3-22-6,028-639-2901,なし,なし,なし,
なごみ庵,うどん・そば,北部,〒321-0972 宇都宮市下川俣町412-1,028-412-4753,なし,あり,なし,
味噌と餃子の青源,餃子,中央,〒321-0965 宇都宮市川向町1-23宇都宮駅ビルパセオ１階,028-627-8464,http://www.aogen.co.jp,なし,なし,
カレーハウスCoCo壱番屋　宇都宮下川俣店,その他,北部,〒321-0972 宇都宮市下川俣町206-122,028-683-3131,なし,あり,なし,
暖や　上戸祭店,居酒屋,西部,〒320-0051 宇都宮市上戸祭町519-2,028-643-3911,なし,あり,なし,
宇都宮餃子　宇味家　JR宇都宮駅構内店,餃子,中央,〒321-0965 宇都宮市川向町1-23宇都宮駅ビルパセオグランマルシェ2F,028-600-3572,https://umaiya.jp/,あり,なし,
宇都宮餃子　宇味家　JR宇都宮駅前店,餃子,中央,〒321-0964 宇都宮市駅前通り3-3-2,028-637-9251,https://umaiya.jp/,あり,なし,
串カツ田中　東武宇都宮店,居酒屋,中央,〒320-0802 宇都宮市江野町6-7,028-612-7388,なし,あり,あり,
焼肉きんぐ 宇都宮御幸店,焼肉・ホルモン,北部,〒321-0983 宇都宮市御幸本町4732-4,028-611-3117,なし,なし,なし,
ゆず庵 宇都宮桜通り店,和食,中央,〒320-0866 宇都宮市西大寛2-3-1,028-688-0296,なし,なし,なし,
ゆず庵 宇都宮インターパーク店,和食,南部,〒321-0118 宇都宮市インターパーク3-2-2,028-666-7794,なし,なし,なし,
丸源ラーメン 宇都宮御幸ヶ原店,ラーメン,北部,〒321-0982 宇都宮市御幸ヶ原町65-2,028-689-9181,なし,あり,なし,
丸源ラーメン 宇都宮西川田店,ラーメン,西部,〒321-0151 宇都宮市西川田町912-1,028-615-7868,なし,あり,あり,
焼肉きんぐ 簗瀬店,焼肉・ホルモン,中央,〒321-0933 宇都宮市簗瀬町1775-1,028-614-6929,なし,なし,なし,
居酒屋　笑門,居酒屋,東部,〒321-0945 宇都宮市宿郷3-15-5,028-611-1544,なし,なし,なし,
ココス宇都宮インターパーク店,洋食,南部,〒321-0118 宇都宮市インターパーク5-1-12,050-3333-6078,なし,あり,なし,
ココス宇都宮鶴田店,洋食,西部,〒320-0851 宇都宮市鶴田町3412-2,050-3333-8591,なし,あり,なし,
暖龍　テクノポリス店,中華,東部,〒321-3226 宇都宮市ゆいの杜5-8-4,028-623-1751,なし,あり,あり,
ライオンズヘッド　東口,ダイニングバー・バル,東部,〒321-0953 宇都宮市東宿郷2-3-2ホテルサンシャイン１階,028-666-6066,なし,あり,なし,
